idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
3	SSU_rRNA_bacteria	RF00177	7180000106258	-	-	cm	1229	1325	111669	111573	-	no	1	0.43	0	28	0.00087	!	*	-	-	-	-	-	-	Bacterial small subunit ribosomal RNA
1	tRNA	RF00005	7180000108979	-	-	cm	1	71	54278	54351	+	no	1	0.64	0	70	4.20E-13	!	*	-	-	-	-	-	-	tRNA
2	tRNA	RF00005	7180000108979	-	-	cm	1	71	68056	67984	-	no	1	0.55	0	64.9	1.10E-11	!	*	-	-	-	-	-	-	tRNA
3	tRNA	RF00005	7180000108979	-	-	cm	1	71	161695	161623	-	no	1	0.52	0	64.3	1.70E-11	!	*	-	-	-	-	-	-	tRNA
4	tRNA	RF00005	7180000108979	-	-	cm	1	71	161520	161438	-	no	1	0.53	0	60.7	1.60E-10	!	*	-	-	-	-	-	-	tRNA
1	LSU_rRNA_bacteria	RF02541	7180000110019	-	-	cm	1310	2041	3208	3945	+	no	1	0.44	1.1	302.9	6.00E-97	!	^	-	-	-	-	-	-	Bacterial large subunit ribosomal RNA
2	LSU_rRNA_archaea	RF02540	7180000110019	-	-	cm	1788	2115	3600	3939	+	no	1	0.52	0	186.9	1.40E-54	!	=	1	1	0.461	""""	""""	""""	Archaeal large subunit ribosomal RNA
3	LSU_rRNA_bacteria	RF02541	7180000110019	-	-	cm	713	853	918	1058	+	no	1	0.46	0	109.4	4.00E-32	!	*	-	-	-	-	-	-	Bacterial large subunit ribosomal RNA
4	LSU_rRNA_eukarya	RF02543	7180000110019	-	-	cm	1892	2359	3600	3939	+	no	1	0.52	0	131.4	5.90E-29	!	=	1	1	0.461	""""	""""	""""	Eukaryotic large subunit ribosomal RNA
5	Intron_gpII	RF00029	7180000110019	-	-	cm	1	93	369	292	-	no	1	0.44	0	37.2	0.00077	!	*	-	-	-	-	-	-	Group II catalytic intron
1	mir-7131	RF03716	7180000106281	-	-	cm	1	84	358414	358302	-	no	1	0.37	0	52.6	1.00E-07	!	*	-	-	-	-	-	-	mir-7131 microRNA precursor family
2	mir-7131	RF03716	7180000106281	-	-	cm	1	84	358304	358416	+	no	1	0.37	0	52.6	1.00E-07	!	*	-	-	-	-	-	-	mir-7131 microRNA precursor family
3	MIR473	RF00778	7180000106281	-	-	cm	1	95	12325	12410	+	no	1	0.47	0	51.9	2.40E-07	!	^	-	-	-	-	-	-	microRNA MIR473
4	MIR477	RF00780	7180000106281	-	-	cm	1	99	12323	12412	+	no	1	0.47	0	34.2	0.0064	!	=	3	0.956	1	""""	""""	""""	microRNA MIR477
1	MIR408	RF00690	7180000113187	-	-	cm	1	136	45120	45243	+	no	1	0.38	0.3	28.9	0.0021	!	*	-	-	-	-	-	-	microRNA MIR408
2	MIR408	RF00690	7180000113187	-	-	cm	1	136	45241	45119	-	no	1	0.38	0.2	26.7	0.0099	!	*	-	-	-	-	-	-	microRNA MIR408
1	MIR860	RF03921	7180000111890	-	-	cm	1	115	57539	57408	-	no	1	0.28	3.5	58.5	9.50E-10	!	*	-	-	-	-	-	-	MIR860 microRNA precursor family
1	mir-4536	RF03747	7180000120357	-	-	cm	1	88	92	11	-	no	1	0.23	4.2	40.9	0.00043	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-1	RF00103	7180000120357	-	-	cm	1	77	2170	2243	+	no	1	0.26	0.4	34.2	0.0042	!	^	-	-	-	-	-	-	mir-1 microRNA precursor family
3	mir-280	RF00801	7180000120357	-	-	cm	1	95	2246	2156	-	no	1	0.26	0.8	31.2	0.006	!	^	-	-	-	-	-	-	microRNA mir-280
1	MIR7993	RF03601	7180000117179	-	-	cm	1	136	167	292	+	no	3	0.18	23.7	46.1	8.10E-08	!	^	-	-	-	-	-	-	MIR7993 microRNA precursor family
2	mir-991	RF03641	7180000117179	-	-	cm	1	88	188	271	+	no	1	0.18	11.3	35	8.40E-06	!	=	1	1	0.667	""""	""""	""""	mir-991 microRNA precursor family
3	MIR1512	RF03187	7180000117179	-	-	cm	1	94	191	268	+	no	1	0.19	7.1	29.2	0.0005	!	=	1	1	0.619	""""	""""	""""	MIR1512 microRNA precursor family
4	MIR2599	RF03839	7180000117179	-	-	cm	2	132	289	170	-	no	2	0.19	19.5	29.6	0.00067	!	^	-	-	-	-	-	-	MIR2599 microRNA precursor family
1	tRNA	RF00005	7180000118599	-	-	cm	1	71	387469	387378	-	no	1	0.57	0	58.3	2.30E-09	!	*	-	-	-	-	-	-	tRNA
2	Plant_SRP	RF01855	7180000118599	-	-	cm	1	305	60350	60071	-	no	1	0.5	0	38.4	4.60E-06	!	*	-	-	-	-	-	-	Plant signal recognition particle RNA
3	tRNA	RF00005	7180000118599	-	-	cm	1	71	415694	415769	+	no	1	0.45	0	42.6	5.60E-05	!	^	-	-	-	-	-	-	tRNA
4	tRNA	RF00005	7180000118599	-	-	cm	1	71	406699	406770	+	no	1	0.43	0	37	0.002	!	*	-	-	-	-	-	-	tRNA
5	tRNA	RF00005	7180000118599	-	-	cm	1	71	402126	402202	+	no	1	0.45	0	36.8	0.0024	!	*	-	-	-	-	-	-	tRNA
1	LSU_rRNA_eukarya	RF02543	7180000113088	-	-	cm	2389	3401	1	1012	+	5'	2	0.52	0	777.5	1.40E-196	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_archaea	RF02540	7180000113088	-	-	cm	2144	2990	1	636	+	5'	2	0.5	0	367.9	1.00E-112	!	=	1	1	0.628	""""	""""	""""	Archaeal large subunit ribosomal RNA
3	LSU_rRNA_bacteria	RF02541	7180000113088	-	-	cm	2063	2925	1	641	+	5'	2	0.49	0	300.4	5.50E-97	!	=	1	1	0.633	""""	""""	""""	Bacterial large subunit ribosomal RNA
4	snoR83	RF01227	7180000113088	-	-	cm	1	129	2600	2725	+	no	1	0.36	0	72	1.30E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
5	mir-3622	RF03703	7180000113088	-	-	cm	1	84	3303	3373	+	no	1	0.72	0	42.9	1.60E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
6	mir-3622	RF03703	7180000113088	-	-	cm	1	84	3373	3303	-	no	1	0.72	0	40.2	7.50E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
7	mir-3622	RF03703	7180000113088	-	-	cm	1	84	3462	3532	+	no	1	0.72	0	39.5	0.00011	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
8	mir-341	RF03771	7180000113088	-	-	cm	1	96	2077	1987	-	no	1	0.74	1	32.9	0.00034	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
9	mir-341	RF03771	7180000113088	-	-	cm	1	96	2183	2093	-	no	1	0.67	0	32.5	0.00042	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
10	mir-3622	RF03703	7180000113088	-	-	cm	1	84	3532	3462	-	no	1	0.72	0	36.5	0.00061	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
11	MIR7724	RF03666	7180000113088	-	-	cm	1	169	3716	3590	-	no	1	0.69	0.3	28.8	0.0072	!	^	-	-	-	-	-	-	MIR7724 microRNA precursor family
12	MIR169	RF03311	7180000113088	-	-	cm	1	111	2220	2105	-	no	1	0.66	0	29.8	0.0089	!	=	9	0.681	0.868	""""	""""	""""	MIR169 microRNA precursor family
1	mir-4774	RF03482	7180000117794	-	-	cm	1	76	1604	1735	+	no	1	0.36	0	38.1	0.0036	!	^	-	-	-	-	-	-	mir-4774 microRNA precursor family
2	mir-3613	RF03323	7180000117794	-	-	cm	1	86	1630	1709	+	no	1	0.31	0	33.6	0.0066	!	=	1	1	0.606	""""	""""	""""	mir-3613 microRNA precursor family
1	MIR6149	RF03905	7180000109115	-	-	cm	1	99	16016	15915	-	no	1	0.31	0.1	39.8	0.00024	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
2	mir-3912	RF03682	7180000109115	-	-	cm	1	91	16118	16197	+	no	1	0.34	0	36.2	0.0025	!	^	-	-	-	-	-	-	mir-3912 microRNA precursor family
1	LSU_rRNA_eukarya	RF02543	7180000119395	-	-	cm	1	3401	18555	21950	+	no	1	0.58	71.9	3225.4	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_eukarya	RF02543	7180000119395	-	-	cm	1	3401	5347	8740	+	no	1	0.58	73.1	3177.6	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
3	SSU_rRNA_eukarya	RF01960	7180000119395	-	-	cm	1	1851	16106	17914	+	no	1	0.5	0	1775.4	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
4	SSU_rRNA_eukarya	RF01960	7180000119395	-	-	cm	1	1851	2912	4720	+	no	1	0.5	0	1771.1	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
5	SSU_rRNA_eukarya	RF01960	7180000119395	-	-	cm	1	1767	29947	31671	+	3'	3	0.5	0	1641.7	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
6	LSU_rRNA_archaea	RF02540	7180000119395	-	-	cm	1	2990	18479	21734	+	no	1	0.58	68.8	1397.2	0	!	=	1	0.977	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
7	LSU_rRNA_archaea	RF02540	7180000119395	-	-	cm	1	2990	5271	8524	+	no	1	0.58	70	1372.8	0	!	=	2	0.977	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
8	LSU_rRNA_bacteria	RF02541	7180000119395	-	-	cm	1	2925	18153	21781	+	no	1	0.58	82.2	1184.9	0	!	=	1	0.889	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
9	LSU_rRNA_bacteria	RF02541	7180000119395	-	-	cm	1	2925	4952	8521	+	no	1	0.58	78.2	1144.4	0	!	=	2	0.889	0.935	""""	""""	""""	Bacterial large subunit ribosomal RNA
10	SSU_rRNA_microsporidia	RF02542	7180000119395	-	-	cm	1	1312	2912	4720	+	no	1	0.5	0	864.2	4.90E-262	!	=	4	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
11	SSU_rRNA_microsporidia	RF02542	7180000119395	-	-	cm	1	1312	16106	17914	+	no	1	0.5	0	862.2	2.00E-261	!	=	3	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
12	SSU_rRNA_microsporidia	RF02542	7180000119395	-	-	cm	1	1312	29947	31670	+	no	1	0.5	0	766.1	8.30E-232	!	=	5	1	0.999	""""	""""	""""	Microsporidia small subunit ribosomal RNA
13	SSU_rRNA_archaea	RF01959	7180000119395	-	-	cm	1	1477	2912	4723	+	no	1	0.5	0	638.9	1.10E-186	!	=	4	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
14	SSU_rRNA_archaea	RF01959	7180000119395	-	-	cm	1	1477	16106	17917	+	no	1	0.5	0	638.5	1.50E-186	!	=	3	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
15	SSU_rRNA_bacteria	RF00177	7180000119395	-	-	cm	1	1533	16101	17919	+	no	1	0.5	0	535.9	4.70E-169	!	=	3	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
16	SSU_rRNA_bacteria	RF00177	7180000119395	-	-	cm	1	1533	2907	4725	+	no	1	0.5	0	533.2	3.60E-168	!	=	4	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
17	SSU_rRNA_archaea	RF01959	7180000119395	-	-	cm	1	1477	29947	31662	+	no	1	0.5	0	561.1	2.00E-163	!	=	5	1	0.995	""""	""""	""""	Archaeal small subunit ribosomal RNA
18	SSU_rRNA_bacteria	RF00177	7180000119395	-	-	cm	1	1488	29942	31671	+	3'	3	0.5	0	464.2	7.70E-146	!	=	5	0.997	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
19	5_8S_rRNA	RF00002	7180000119395	-	-	cm	1	154	18165	18320	+	no	1	0.54	0	147.5	1.40E-37	!	=	8	1	0.043	-	-	-	5.8S ribosomal RNA
20	5_8S_rRNA	RF00002	7180000119395	-	-	cm	1	154	4964	5112	+	no	1	0.53	0	120.9	5.40E-30	!	=	9	1	0.042	-	-	-	5.8S ribosomal RNA
21	snoR83	RF01227	7180000119395	-	-	cm	1	129	10737	10862	+	no	1	0.35	0	74.7	1.20E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
22	snoR83	RF01227	7180000119395	-	-	cm	1	129	24165	24290	+	no	1	0.35	0	72.3	4.60E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
23	mir-2057	RF03732	7180000119395	-	-	cm	1	72	25223	25295	+	no	1	0.68	0	38.1	0.00017	!	^	-	-	-	-	-	-	mir-2057 microRNA precursor family
24	mir-341	RF03771	7180000119395	-	-	cm	1	96	11808	11718	-	no	1	0.69	0	33.2	0.0012	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
25	mir-3622	RF03703	7180000119395	-	-	cm	1	84	24958	24888	-	no	1	0.69	0	34.6	0.0076	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
26	mir-3622	RF03703	7180000119395	-	-	cm	1	84	10003	10073	+	no	1	0.68	0	34.4	0.0088	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
1	5S_rRNA	RF00001	7180000113638	-	-	cm	1	119	216107	216224	+	no	1	0.46	0	36.3	0.0056	!	*	-	-	-	-	-	-	-
1	mir-340	RF00761	7180000117491	-	-	cm	1	97	56	157	+	no	1	0.25	7.2	34.4	0.00054	!	^	-	-	-	-	-	-	microRNA mir-340
2	mir-340	RF00761	7180000117491	-	-	cm	1	97	158	57	-	no	1	0.25	8.5	33	0.0012	!	^	-	-	-	-	-	-	microRNA mir-340
1	sno_ZL1	RF02723	7180000109894	-	-	cm	36	166	42383	42253	-	no	1	0.3	2.9	35.1	4.40E-05	!	^	-	-	-	-	-	-	Small nucleolar RNA ZL1
2	MIR6149	RF03905	7180000109894	-	-	cm	1	99	42397	42300	-	no	1	0.28	0.9	35	0.0022	!	=	1	0.857	0.641	""""	""""	""""	MIR6149 microRNA precursor family
3	mir-2489	RF03750	7180000109894	-	-	cm	1	95	42394	42303	-	no	1	0.28	0.2	30.8	0.0071	!	=	1	0.88	0.618	""""	""""	""""	mir-2489 microRNA precursor family
1	mir-3059	RF03520	7180000114617	-	-	cm	1	59	4016	4063	+	no	1	0.52	0	35.1	0.00088	!	*	-	-	-	-	-	-	mir-3059 microRNA precursor family
1	snoR71	RF00097	7180000110561	-	-	cm	1	107	12757	12652	-	no	1	0.45	0	46.2	2.80E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-592	RF00877	7180000112022	-	-	cm	1	88	42115	42030	-	no	1	0.57	0	39	6.40E-05	!	*	-	-	-	-	-	-	microRNA mir-592
2	mir-592	RF00877	7180000112022	-	-	cm	1	88	41999	42086	+	no	1	0.6	0	35.7	0.00058	!	^	-	-	-	-	-	-	microRNA mir-592
3	MIR827	RF03692	7180000112022	-	-	cm	1	125	3994	3893	-	no	1	0.26	2.6	34.4	0.009	!	^	-	-	-	-	-	-	MIR827 microRNA precursor family
1	MIR781	RF03583	7180000106547	-	-	cm	1	94	185577	185485	-	no	1	0.29	0.3	47.2	1.20E-05	!	*	-	-	-	-	-	-	MIR781 microRNA precursor family
1	snoR71	RF00097	7180000114028	-	-	cm	1	107	13611	13717	+	no	1	0.46	0	45	1.80E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-81	RF00728	7180000117902	-	-	cm	1	102	13476	13568	+	no	1	0.34	0	43.8	1.20E-06	!	*	-	-	-	-	-	-	microRNA mir-81
2	mir-81	RF00728	7180000117902	-	-	cm	1	102	13571	13479	-	no	1	0.32	0	43.5	1.50E-06	!	*	-	-	-	-	-	-	microRNA mir-81
3	MIR397	RF00704	7180000117902	-	-	cm	1	117	79796	79694	-	no	1	0.32	0	45.8	1.90E-05	!	*	-	-	-	-	-	-	microRNA MIR397
4	mir-4536	RF03747	7180000117902	-	-	cm	1	88	26659	26740	+	no	1	0.2	7.6	45.1	6.90E-05	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
5	mir-4536	RF03747	7180000117902	-	-	cm	1	88	26740	26659	-	no	1	0.2	7.6	45.1	6.90E-05	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
6	mir-3533	RF03561	7180000117902	-	-	cm	1	84	103977	103894	-	no	1	0.43	0	38.6	0.00036	!	*	-	-	-	-	-	-	mir-3533 microRNA precursor family
7	mir-280	RF00801	7180000117902	-	-	cm	3	85	26660	26739	+	no	1	0.2	6.3	33.7	0.002	!	=	4	1	0.976	""""	""""	""""	microRNA mir-280
1	mir-3914	RF03719	7180000113314	-	-	cm	1	95	6301	6394	+	no	1	0.3	0.1	37	4.60E-05	!	^	-	-	-	-	-	-	mir-3914 microRNA precursor family
2	mir-3914	RF03719	7180000113314	-	-	cm	1	95	6393	6302	-	no	1	0.28	0.2	34.1	0.00033	!	*	-	-	-	-	-	-	mir-3914 microRNA precursor family
1	tRNA	RF00005	7180000118545	-	-	cm	1	71	179854	179782	-	no	1	0.63	0	61.8	1.40E-10	!	*	-	-	-	-	-	-	tRNA
1	mir-559	RF03556	7180000109371	-	-	cm	1	91	30767	30854	+	no	1	0.41	0	50.2	3.30E-07	!	^	-	-	-	-	-	-	mir-559 microRNA precursor family
2	mir-587	RF03506	7180000109371	-	-	cm	1	74	30774	30847	+	no	1	0.41	0	34.4	0.0008	!	=	1	1	0.841	""""	""""	""""	mir-587 microRNA precursor family
1	Alfamo_CPB	RF00252	7180000109306	-	-	cm	1	182	56546	56384	-	no	1	0.3	4.5	27.9	0.0015	!	^	-	-	-	-	-	-	Alfalfa mosaic virus coat protein binding (CPB) RNA
2	twister-P1	RF03160	7180000109306	-	-	cm	1	67	14538	14608	+	no	1	0.44	0	32	0.0036	!	*	-	-	-	-	-	-	type-P1 twister ribozyme
1	MIR2118	RF01911	7180000116301	-	-	cm	1	170	102	276	+	no	1	0.34	0.3	46.3	4.70E-08	!	^	-	-	-	-	-	-	microRNA MIR2118
2	MIR2118	RF01911	7180000116301	-	-	cm	1	170	275	101	-	no	1	0.34	0.3	44.9	1.00E-07	!	^	-	-	-	-	-	-	microRNA MIR2118
3	snoR125	RF02409	7180000116301	-	-	cm	1	200	301	75	-	no	1	0.34	1.9	34.4	2.20E-06	!	=	2	0.771	1	""""	""""	""""	Small nucleolar RNA snoR125
4	snoR125	RF02409	7180000116301	-	-	cm	1	200	78	300	+	no	1	0.34	2	34.2	2.40E-06	!	=	1	0.785	1	""""	""""	""""	Small nucleolar RNA snoR125
5	SpF43_sRNA	RF02436	7180000116301	-	-	cm	1	99	268	115	-	no	1	0.32	0.3	32.2	5.10E-05	!	=	2	1	0.88	""""	""""	""""	Streptococcus sRNA SpF43
6	SpF43_sRNA	RF02436	7180000116301	-	-	cm	1	99	109	262	+	no	1	0.32	0.4	32.2	5.20E-05	!	=	1	1	0.88	""""	""""	""""	Streptococcus sRNA SpF43
1	MIR171_1	RF00643	7180000106458	-	-	cm	1	101	5494	5392	-	no	1	0.4	0	70.7	4.20E-11	!	^	-	-	-	-	-	-	microRNA MIR171_1
2	MIR171_1	RF00643	7180000106458	-	-	cm	1	101	5394	5496	+	no	1	0.4	0	53.3	9.00E-07	!	*	-	-	-	-	-	-	microRNA MIR171_1
3	tRNA	RF00005	7180000106458	-	-	cm	1	71	76438	76368	-	no	1	0.56	0	46.4	2.30E-06	!	*	-	-	-	-	-	-	tRNA
1	tRNA	RF00005	7180000112966	-	-	cm	1	71	366	280	-	no	1	0.49	0	58.6	1.60E-10	!	^	-	-	-	-	-	-	tRNA
2	Intron_gpII	RF00029	7180000112966	-	-	cm	1	93	1562	1635	+	no	1	0.41	0	47.7	1.40E-06	!	*	-	-	-	-	-	-	Group II catalytic intron
1	5S_rRNA	RF00001	7180000111905	-	-	cm	1	119	834	945	+	no	1	0.46	0	31.3	0.0029	!	*	-	-	-	-	-	-	-
1	mir-592	RF00877	7180000118100	-	-	cm	1	88	69730	69801	+	no	1	0.54	0	36.5	0.00056	!	*	-	-	-	-	-	-	microRNA mir-592
1	MIR1513	RF03450	7180000106342	-	-	cm	1	91	3147	3212	+	no	1	0.45	0	34.5	0.001	!	^	-	-	-	-	-	-	MIR1513 microRNA precursor family
1	5S_rRNA	RF00001	7180000108650	-	-	cm	1	119	8501	8612	+	no	1	0.43	0	31.3	0.0084	!	*	-	-	-	-	-	-	-
1	Plant_SRP	RF01855	7180000111440	-	-	cm	1	305	8405	8101	-	no	1	0.49	0	231.8	5.20E-66	!	^	-	-	-	-	-	-	Plant signal recognition particle RNA
2	Plant_SRP	RF01855	7180000111440	-	-	cm	1	305	895	592	-	no	1	0.54	0	210	2.10E-59	!	^	-	-	-	-	-	-	Plant signal recognition particle RNA
3	Metazoa_SRP	RF00017	7180000111440	-	-	cm	1	301	8405	8099	-	no	1	0.49	0	82.4	5.50E-19	!	=	1	0.993	1	""""	""""	""""	Metazoan signal recognition particle RNA
4	Protozoa_SRP	RF01856	7180000111440	-	-	cm	1	241	8389	8136	-	no	1	0.5	0	88.8	1.00E-16	!	=	1	1	0.833	""""	""""	""""	Protozoan signal recognition particle RNA
5	Metazoa_SRP	RF00017	7180000111440	-	-	cm	1	301	895	591	-	no	1	0.53	0	73.3	1.90E-16	!	=	2	0.997	1	""""	""""	""""	Metazoan signal recognition particle RNA
6	Protozoa_SRP	RF01856	7180000111440	-	-	cm	1	241	879	615	-	no	1	0.54	0	80.5	1.00E-14	!	=	2	1	0.872	""""	""""	""""	Protozoan signal recognition particle RNA
1	snoR71	RF00097	7180000111093	-	-	cm	1	107	3282	3387	+	no	1	0.46	0	41.9	6.70E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-3202	RF03799	7180000114318	-	-	cm	1	79	15174	15274	+	no	1	0.35	0	39.8	1.30E-05	!	^	-	-	-	-	-	-	mir-3202 microRNA precursor family
2	MIR2118	RF01911	7180000114318	-	-	cm	1	170	15310	15137	-	no	1	0.27	12.6	32.1	0.0054	!	^	-	-	-	-	-	-	microRNA MIR2118
1	TeloSII_ncR30	RF02706	7180000110471	-	-	cm	1	226	4329	4188	-	no	1	0.33	6.3	28.3	0.0031	!	*	-	-	-	-	-	-	TeloSII non coding RNA 30
1	MIR6149	RF03905	7180000114659	-	-	cm	1	99	3878	3788	-	no	1	0.24	3.2	37.3	0.00013	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
2	MIR859	RF03762	7180000114659	-	-	cm	1	127	3877	3792	-	no	1	0.24	1.8	38.2	0.00018	!	=	1	1	0.945	""""	""""	""""	MIR859 microRNA precursor family
3	MIR6149	RF03905	7180000114659	-	-	cm	1	99	3790	3880	+	no	1	0.23	4.5	36	0.00029	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
1	mir-582	RF00927	7180000106322	-	-	cm	1	98	13077	13179	+	no	1	0.32	0	32.3	0.0069	!	^	-	-	-	-	-	-	microRNA mir-582
1	MIR5649	RF03802	7180000119308	-	-	cm	1	101	81606	81484	-	no	1	0.28	1.7	41.5	5.90E-05	!	^	-	-	-	-	-	-	MIR5649 microRNA precursor family
1	snoR71	RF00097	7180000109258	-	-	cm	1	107	14569	14675	+	no	1	0.33	0.1	35.8	0.0019	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	SSU_rRNA_bacteria	RF00177	7180000111847	-	-	cm	986	1201	16621	16827	+	no	1	0.35	1	42.2	3.40E-09	!	*	-	-	-	-	-	-	Bacterial small subunit ribosomal RNA
1	mir-81	RF00728	7180000107816	-	-	cm	1	102	6067	6147	+	no	1	0.31	0	33.8	0.0017	!	*	-	-	-	-	-	-	microRNA mir-81
1	MIR807	RF00886	7180000118834	-	-	cm	1	176	162080	161947	-	no	1	0.38	0	51.6	9.70E-07	!	*	-	-	-	-	-	-	microRNA MIR807
1	mir-312	RF03326	7180000112212	-	-	cm	1	67	14402	14342	-	no	1	0.38	0	36.7	0.00025	!	^	-	-	-	-	-	-	mir-312 microRNA precursor family
2	mir-312	RF03326	7180000112212	-	-	cm	1	67	14342	14402	+	no	1	0.38	0	32.3	0.0043	!	^	-	-	-	-	-	-	mir-312 microRNA precursor family
1	mir-7973	RF03569	7180000115696	-	-	cm	1	74	88595	88670	+	no	1	0.5	0	49.8	2.90E-07	!	^	-	-	-	-	-	-	mir-7973 microRNA precursor family
2	mir-1278	RF03705	7180000115696	-	-	cm	1	77	88597	88668	+	no	1	0.5	0	48.2	4.70E-07	!	=	1	1	0.947	""""	""""	""""	mir-1278 microRNA precursor family
3	mir-7973	RF03569	7180000115696	-	-	cm	1	74	88670	88595	-	no	1	0.5	0	47.9	9.70E-07	!	^	-	-	-	-	-	-	mir-7973 microRNA precursor family
4	MIR477	RF00780	7180000115696	-	-	cm	1	99	88677	88589	-	no	1	0.49	0	41.4	1.50E-05	!	=	3	0.854	1	""""	""""	""""	microRNA MIR477
1	mir-2831	RF03879	7180000108269	-	-	cm	1	75	72812	72720	-	no	1	0.24	4.2	52.1	7.50E-08	!	^	-	-	-	-	-	-	mir-2831 microRNA precursor family
1	SpF43_sRNA	RF02436	7180000114181	-	-	cm	1	99	7795	7697	-	no	1	0.27	1.3	29.1	0.0094	!	^	-	-	-	-	-	-	Streptococcus sRNA SpF43
1	tRNA	RF00005	7180000121058	-	-	cm	1	71	131191	131121	-	no	1	0.59	0	61.5	2.30E-10	!	*	-	-	-	-	-	-	tRNA
2	snoR114	RF01421	7180000121058	-	-	cm	1	87	131120	131037	-	no	1	0.38	0	37.2	0.0093	!	*	-	-	-	-	-	-	small nucleolar RNA snoR114
1	snoR71	RF00097	7180000108740	-	-	cm	1	107	23014	22905	-	no	1	0.35	0	45.1	6.20E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR1878	RF03709	7180000107863	-	-	cm	1	100	177502	177571	+	no	1	0.37	0	43.5	9.20E-05	!	*	-	-	-	-	-	-	MIR1878 microRNA precursor family
1	mir-3910	RF03578	7180000115777	-	-	cm	1	82	12278	12198	-	no	1	0.31	0	56.4	1.30E-09	!	^	-	-	-	-	-	-	mir-3910 microRNA precursor family
2	MIR9560	RF03224	7180000115777	-	-	cm	1	96	12195	12282	+	no	1	0.35	0	53.3	1.30E-08	!	^	-	-	-	-	-	-	MIR9560 microRNA precursor family
3	MIR9560	RF03224	7180000115777	-	-	cm	1	96	12284	12191	-	no	1	0.34	0	51.9	2.90E-08	!	=	1	0.862	1	""""	""""	""""	MIR9560 microRNA precursor family
4	MIR4359	RF03665	7180000115777	-	-	cm	1	67	12278	12198	-	no	1	0.31	0	41.5	2.50E-05	!	=	1	1	1	""""	""""	""""	MIR4359 microRNA precursor family
5	mir-973	RF03303	7180000115777	-	-	cm	1	84	12282	12194	-	no	1	0.35	0	40.4	5.30E-05	!	=	1	0.91	1	""""	""""	""""	mir-973 microRNA precursor family
6	mir-1422	RF04027	7180000115777	-	-	cm	1	84	12200	12276	+	no	1	0.32	0	40.9	0.00016	!	=	2	1	0.875	""""	""""	""""	mir-1422 microRNA precursor family
7	mir-973	RF03303	7180000115777	-	-	cm	1	84	12194	12282	+	no	1	0.35	0	38	0.00023	!	=	2	0.989	1	""""	""""	""""	mir-973 microRNA precursor family
8	mir-4079	RF03936	7180000115777	-	-	cm	1	51	12208	12268	+	no	1	0.31	0	33.5	0.00038	!	=	2	1	0.693	""""	""""	""""	mir-4079 microRNA precursor family
